Model,L,Iter,Success
gpt-4.1-mini,500,1,1
gpt-4.1-mini,500,2,0
gpt-4.1-mini,500,3,1
gpt-4.1-mini,500,4,1
gpt-4.1-mini,500,5,1
gpt-4.1-mini,500,6,0
gpt-4.1-mini,500,7,0
gpt-4.1-mini,500,8,1
gpt-4.1-mini,500,9,1
gpt-4.1-mini,500,10,1
gpt-4.1-mini,1000,1,1
gpt-4.1-mini,1000,2,0
gpt-4.1-mini,1000,3,0
gpt-4.1-mini,1000,4,0
gpt-4.1-mini,1000,5,0
gpt-4.1-mini,1000,6,0
gpt-4.1-mini,1000,7,0
gpt-4.1-mini,1000,8,0
gpt-4.1-mini,1000,9,0
gpt-4.1-mini,1000,10,0
